Crop,N,P,K,pH,soil_moisture,Fertilizer
wheat,107,43,30,7.1,53,Urea + SSP + MOP
sugarcane,146,59,123,6.5,72,Urea + DAP + Potash
tomato,106,61,94,6.5,64,Urea + DAP + Potash
rice,81,59,70,6.7,64,Urea + DAP + MOP
groundnut,22,62,64,6.1,51,Gypsum + SSP
wheat,100,53,45,6.6,58,Urea + SSP + MOP
wheat,126,50,40,6.8,59,Urea + SSP + MOP
maize,107,69,67,6.2,63,Urea + DAP + Potash
pulses,31,75,25,6.8,53,Organic Manure + SSP
potato,149,99,130,6.4,66,Urea + DAP + MOP
sugarcane,141,64,113,6.6,69,Urea + DAP + Potash
wheat,136,47,36,7.2,60,Urea + SSP + MOP
sugarcane,141,60,110,6.9,65,Urea + DAP + Potash
banana,210,58,303,7.2,71,Urea + MOP + Organic Manure
cotton,82,31,94,7.5,48,Ammonium Sulphate + SSP + MOP
banana,191,59,301,7.4,80,Urea + MOP + Organic Manure
wheat,130,44,30,7.4,59,Urea + SSP + MOP
groundnut,30,58,62,5.8,55,Gypsum + SSP
pulses,41,73,23,6.3,53,Organic Manure + SSP
banana,191,46,297,6.7,80,Urea + MOP + Organic Manure
cotton,72,36,109,7.3,55,Ammonium Sulphate + SSP + MOP
cotton,70,31,106,7.0,53,Ammonium Sulphate + SSP + MOP
banana,208,49,298,7.0,72,Urea + MOP + Organic Manure
groundnut,25,69,61,6.3,52,Gypsum + SSP
banana,207,40,294,6.8,80,Urea + MOP + Organic Manure
pulses,31,62,25,6.7,60,Organic Manure + SSP
cotton,89,41,90,7.0,55,Ammonium Sulphate + SSP + MOP
sugarcane,142,56,122,7.2,70,Urea + DAP + Potash
tomato,114,66,105,6.8,58,Urea + DAP + Potash
groundnut,28,55,53,5.6,51,Gypsum + SSP
sugarcane,157,61,121,7.3,69,Urea + DAP + Potash
cotton,86,47,104,6.7,46,Ammonium Sulphate + SSP + MOP
maize,99,69,79,6.4,64,Urea + DAP + Potash
banana,190,42,308,7.0,76,Urea + MOP + Organic Manure
wheat,111,53,50,7.4,50,Urea + SSP + MOP
maize,101,64,77,6.9,62,Urea + DAP + Potash
groundnut,23,53,55,5.9,47,Gypsum + SSP
potato,138,92,118,5.5,66,Urea + DAP + MOP
groundnut,21,66,58,6.4,52,Gypsum + SSP
tomato,119,58,96,6.8,59,Urea + DAP + Potash
tomato,111,61,95,6.9,62,Urea + DAP + Potash
wheat,132,43,37,7.3,53,Urea + SSP + MOP
rice,86,59,87,6.6,64,Urea + DAP + MOP
wheat,116,49,45,7.3,58,Urea + SSP + MOP
groundnut,22,59,69,5.9,46,Gypsum + SSP
banana,204,53,292,6.5,78,Urea + MOP + Organic Manure
groundnut,25,58,69,6.3,53,Gypsum + SSP
rice,97,62,75,6.7,68,Urea + DAP + MOP
maize,98,54,73,6.2,61,Urea + DAP + Potash
banana,195,46,307,6.8,79,Urea + MOP + Organic Manure
sugarcane,153,50,111,7.4,74,Urea + DAP + Potash
pulses,36,67,26,6.2,58,Organic Manure + SSP
maize,96,61,67,6.5,55,Urea + DAP + Potash
cotton,83,45,108,6.7,54,Ammonium Sulphate + SSP + MOP
pulses,40,72,28,6.0,50,Organic Manure + SSP
cotton,84,36,99,7.0,55,Ammonium Sulphate + SSP + MOP
pulses,36,66,21,6.5,50,Organic Manure + SSP
tomato,105,55,92,6.0,55,Urea + DAP + Potash
groundnut,25,67,59,5.5,53,Gypsum + SSP
rice,81,69,72,6.7,64,Urea + DAP + MOP
maize,108,52,64,6.7,56,Urea + DAP + Potash
wheat,101,58,46,6.8,50,Urea + SSP + MOP
tomato,103,63,100,6.1,65,Urea + DAP + Potash
tomato,114,55,92,6.1,64,Urea + DAP + Potash
pulses,44,66,35,6.0,59,Organic Manure + SSP
pulses,41,78,29,6.2,59,Organic Manure + SSP
groundnut,27,54,52,6.3,55,Gypsum + SSP
tomato,120,57,93,6.5,60,Urea + DAP + Potash
maize,95,57,75,6.5,63,Urea + DAP + Potash
rice,84,50,83,6.6,60,Urea + DAP + MOP
groundnut,20,60,58,5.7,53,Gypsum + SSP
cotton,80,45,91,7.4,50,Ammonium Sulphate + SSP + MOP
potato,149,89,114,5.9,60,Urea + DAP + MOP
sugarcane,154,66,119,7.0,73,Urea + DAP + Potash
tomato,111,61,96,6.5,59,Urea + DAP + Potash
groundnut,24,55,57,5.8,50,Gypsum + SSP
rice,89,67,74,6.4,63,Urea + DAP + MOP
sugarcane,151,51,113,7.2,75,Urea + DAP + Potash
wheat,110,40,45,6.8,59,Urea + SSP + MOP
banana,192,48,295,6.6,77,Urea + MOP + Organic Manure
rice,96,65,70,6.0,60,Urea + DAP + MOP
sugarcane,153,69,124,6.6,71,Urea + DAP + Potash
groundnut,26,60,52,6.3,47,Gypsum + SSP
tomato,113,54,105,6.2,65,Urea + DAP + Potash
banana,201,58,292,6.6,72,Urea + MOP + Organic Manure
rice,94,70,90,6.2,61,Urea + DAP + MOP
rice,89,55,82,6.7,60,Urea + DAP + MOP
groundnut,23,69,65,5.9,48,Gypsum + SSP
rice,94,58,87,6.5,69,Urea + DAP + MOP
maize,109,62,65,6.8,64,Urea + DAP + Potash
rice,83,67,77,6.6,64,Urea + DAP + MOP
banana,208,43,300,6.8,76,Urea + MOP + Organic Manure
cotton,83,44,110,7.4,48,Ammonium Sulphate + SSP + MOP
wheat,105,57,35,7.5,60,Urea + SSP + MOP
maize,97,65,68,6.3,64,Urea + DAP + Potash
pulses,37,60,26,6.3,50,Organic Manure + SSP
banana,194,46,290,7.0,79,Urea + MOP + Organic Manure
banana,201,56,301,7.3,79,Urea + MOP + Organic Manure
wheat,120,50,44,6.5,59,Urea + SSP + MOP
wheat,134,41,32,6.5,57,Urea + SSP + MOP
rice,87,69,90,6.1,69,Urea + DAP + MOP
tomato,106,67,103,6.4,65,Urea + DAP + Potash
sugarcane,160,60,129,7.2,70,Urea + DAP + Potash
cotton,88,31,95,6.8,52,Ammonium Sulphate + SSP + MOP
groundnut,24,61,53,5.8,53,Gypsum + SSP
potato,131,85,122,5.7,69,Urea + DAP + MOP
rice,90,53,80,6.2,63,Urea + DAP + MOP
maize,91,70,68,6.4,59,Urea + DAP + Potash
maize,106,55,61,6.1,58,Urea + DAP + Potash
banana,197,44,300,6.7,78,Urea + MOP + Organic Manure
cotton,88,36,103,7.4,46,Ammonium Sulphate + SSP + MOP
wheat,119,57,39,7.1,58,Urea + SSP + MOP
maize,94,59,69,6.4,62,Urea + DAP + Potash
pulses,39,80,37,6.4,54,Organic Manure + SSP
wheat,137,54,44,7.2,51,Urea + SSP + MOP
cotton,85,33,91,6.8,52,Ammonium Sulphate + SSP + MOP
potato,138,88,114,6.3,70,Urea + DAP + MOP
wheat,122,40,49,6.9,56,Urea + SSP + MOP
rice,81,56,80,6.3,70,Urea + DAP + MOP
wheat,108,46,41,7.4,53,Urea + SSP + MOP
groundnut,27,53,56,5.9,47,Gypsum + SSP
sugarcane,143,66,110,6.8,69,Urea + DAP + Potash
pulses,50,76,20,6.7,55,Organic Manure + SSP
cotton,75,39,105,7.3,51,Ammonium Sulphate + SSP + MOP
pulses,35,75,20,6.3,57,Organic Manure + SSP
cotton,82,38,109,7.3,55,Ammonium Sulphate + SSP + MOP
cotton,83,47,107,6.7,50,Ammonium Sulphate + SSP + MOP
maize,108,59,80,6.6,64,Urea + DAP + Potash
groundnut,24,64,57,6.2,54,Gypsum + SSP
potato,131,96,115,5.7,61,Urea + DAP + MOP
rice,90,50,81,6.0,70,Urea + DAP + MOP
rice,85,58,88,6.6,68,Urea + DAP + MOP
groundnut,23,59,56,6.0,47,Gypsum + SSP
pulses,31,61,38,6.3,59,Organic Manure + SSP
rice,97,70,70,6.4,66,Urea + DAP + MOP
potato,133,80,122,5.7,60,Urea + DAP + MOP
wheat,126,59,35,6.6,52,Urea + SSP + MOP
maize,102,62,64,6.1,61,Urea + DAP + Potash
rice,89,63,76,6.5,67,Urea + DAP + MOP
sugarcane,140,56,117,6.8,71,Urea + DAP + Potash
sugarcane,157,69,126,7.0,68,Urea + DAP + Potash
sugarcane,159,66,128,6.8,70,Urea + DAP + Potash
maize,97,62,71,6.5,65,Urea + DAP + Potash
wheat,135,52,40,7.0,56,Urea + SSP + MOP
sugarcane,147,63,124,6.8,74,Urea + DAP + Potash
sugarcane,152,68,126,7.2,73,Urea + DAP + Potash
maize,104,61,71,6.5,62,Urea + DAP + Potash
cotton,74,34,105,7.4,48,Ammonium Sulphate + SSP + MOP
potato,149,96,124,6.4,67,Urea + DAP + MOP
banana,191,53,292,7.3,79,Urea + MOP + Organic Manure
maize,102,51,69,6.4,60,Urea + DAP + Potash
pulses,31,71,37,6.7,52,Organic Manure + SSP
tomato,112,70,97,6.5,64,Urea + DAP + Potash
pulses,39,72,28,6.4,54,Organic Manure + SSP
sugarcane,158,61,110,7.2,72,Urea + DAP + Potash
wheat,103,41,44,7.3,53,Urea + SSP + MOP
pulses,49,67,38,6.1,58,Organic Manure + SSP
rice,82,51,74,6.8,68,Urea + DAP + MOP
sugarcane,141,62,113,7.1,70,Urea + DAP + Potash
rice,88,68,82,6.9,67,Urea + DAP + MOP
cotton,85,40,110,7.0,51,Ammonium Sulphate + SSP + MOP
maize,106,55,75,6.1,60,Urea + DAP + Potash
banana,198,53,293,7.3,77,Urea + MOP + Organic Manure
cotton,83,38,90,7.5,48,Ammonium Sulphate + SSP + MOP
wheat,112,51,32,7.1,57,Urea + SSP + MOP
cotton,79,47,103,7.0,46,Ammonium Sulphate + SSP + MOP
wheat,114,49,33,6.6,57,Urea + SSP + MOP
maize,98,54,75,6.7,57,Urea + DAP + Potash
sugarcane,157,60,123,6.7,75,Urea + DAP + Potash
pulses,45,66,20,6.9,50,Organic Manure + SSP
tomato,115,56,105,6.9,63,Urea + DAP + Potash
maize,100,65,64,7.0,63,Urea + DAP + Potash
banana,207,53,309,6.6,79,Urea + MOP + Organic Manure
cotton,87,48,107,7.3,51,Ammonium Sulphate + SSP + MOP
maize,102,65,64,6.6,55,Urea + DAP + Potash
pulses,34,80,23,6.2,53,Organic Manure + SSP
groundnut,28,56,63,5.8,53,Gypsum + SSP
maize,106,50,66,6.7,58,Urea + DAP + Potash
rice,84,55,90,6.5,60,Urea + DAP + MOP
pulses,33,67,40,6.3,55,Organic Manure + SSP
groundnut,25,56,59,6.1,53,Gypsum + SSP
groundnut,22,58,61,5.8,49,Gypsum + SSP
sugarcane,142,52,129,7.0,68,Urea + DAP + Potash
pulses,41,61,21,6.8,59,Organic Manure + SSP
maize,104,50,71,6.8,59,Urea + DAP + Potash
rice,88,53,76,7.0,64,Urea + DAP + MOP
wheat,123,49,47,7.4,54,Urea + SSP + MOP
tomato,100,56,90,6.8,61,Urea + DAP + Potash
banana,207,48,290,7.3,80,Urea + MOP + Organic Manure
sugarcane,146,56,114,7.4,69,Urea + DAP + Potash
banana,203,43,293,7.4,78,Urea + MOP + Organic Manure
potato,137,96,124,6.1,61,Urea + DAP + MOP
tomato,119,54,96,6.6,60,Urea + DAP + Potash
groundnut,24,67,65,6.2,45,Gypsum + SSP
maize,98,59,63,6.4,55,Urea + DAP + Potash
pulses,41,71,37,6.4,55,Organic Manure + SSP
wheat,116,55,35,6.9,59,Urea + SSP + MOP
banana,196,40,303,6.7,71,Urea + MOP + Organic Manure
maize,108,55,68,6.8,59,Urea + DAP + Potash
groundnut,22,53,69,5.8,53,Gypsum + SSP
tomato,112,60,92,6.9,60,Urea + DAP + Potash
rice,96,67,74,6.6,63,Urea + DAP + MOP
groundnut,30,55,58,6.4,54,Gypsum + SSP
potato,131,97,112,5.9,60,Urea + DAP + MOP
potato,142,89,115,5.8,63,Urea + DAP + MOP
sugarcane,146,55,118,6.6,72,Urea + DAP + Potash
cotton,75,42,104,7.5,53,Ammonium Sulphate + SSP + MOP
wheat,131,42,37,7.0,57,Urea + SSP + MOP
pulses,42,67,23,6.3,51,Organic Manure + SSP
groundnut,27,50,62,6.4,52,Gypsum + SSP
banana,207,56,299,6.6,80,Urea + MOP + Organic Manure
cotton,81,46,104,7.0,46,Ammonium Sulphate + SSP + MOP
cotton,75,31,94,6.8,46,Ammonium Sulphate + SSP + MOP
pulses,50,75,39,6.8,57,Organic Manure + SSP
cotton,75,38,91,7.3,53,Ammonium Sulphate + SSP + MOP
cotton,76,41,108,6.8,55,Ammonium Sulphate + SSP + MOP
groundnut,21,51,61,5.8,47,Gypsum + SSP
pulses,46,63,20,6.8,50,Organic Manure + SSP
banana,200,54,306,6.7,79,Urea + MOP + Organic Manure
rice,88,65,70,6.9,65,Urea + DAP + MOP
sugarcane,145,62,120,7.2,71,Urea + DAP + Potash
groundnut,25,64,66,6.1,51,Gypsum + SSP
cotton,90,48,109,7.2,52,Ammonium Sulphate + SSP + MOP
potato,131,99,111,6.4,64,Urea + DAP + MOP
tomato,116,61,95,6.4,55,Urea + DAP + Potash
rice,86,57,85,6.1,60,Urea + DAP + MOP
groundnut,28,69,63,6.4,48,Gypsum + SSP
pulses,32,60,39,6.4,50,Organic Manure + SSP
potato,138,84,119,6.2,62,Urea + DAP + MOP
cotton,84,33,109,7.3,50,Ammonium Sulphate + SSP + MOP
rice,92,68,86,6.3,62,Urea + DAP + MOP
groundnut,25,67,51,5.7,45,Gypsum + SSP
wheat,106,43,36,7.3,51,Urea + SSP + MOP
maize,100,65,77,6.5,57,Urea + DAP + Potash
groundnut,27,56,52,6.1,50,Gypsum + SSP
cotton,89,30,100,7.0,55,Ammonium Sulphate + SSP + MOP
wheat,107,54,36,6.5,51,Urea + SSP + MOP
potato,132,81,114,5.7,68,Urea + DAP + MOP
sugarcane,150,51,110,6.9,74,Urea + DAP + Potash
groundnut,25,62,69,5.9,55,Gypsum + SSP
banana,207,40,294,6.6,70,Urea + MOP + Organic Manure
groundnut,25,67,50,6.4,48,Gypsum + SSP
sugarcane,146,53,122,7.4,72,Urea + DAP + Potash
sugarcane,155,69,111,6.8,75,Urea + DAP + Potash
rice,90,50,76,6.4,65,Urea + DAP + MOP
cotton,71,31,95,7.2,47,Ammonium Sulphate + SSP + MOP
tomato,104,53,96,6.3,59,Urea + DAP + Potash
banana,200,43,299,7.2,76,Urea + MOP + Organic Manure
maize,102,55,60,6.3,64,Urea + DAP + Potash
cotton,70,33,102,6.9,54,Ammonium Sulphate + SSP + MOP
cotton,85,47,99,6.6,51,Ammonium Sulphate + SSP + MOP
groundnut,27,67,61,6.0,53,Gypsum + SSP
wheat,135,58,47,7.1,50,Urea + SSP + MOP
banana,207,54,309,6.8,76,Urea + MOP + Organic Manure
tomato,100,63,93,6.8,62,Urea + DAP + Potash
pulses,39,68,36,6.2,51,Organic Manure + SSP
wheat,112,42,45,6.6,59,Urea + SSP + MOP
banana,194,54,290,7.4,70,Urea + MOP + Organic Manure
maize,107,69,70,6.0,57,Urea + DAP + Potash
rice,100,63,79,6.3,65,Urea + DAP + MOP
rice,86,59,80,6.2,66,Urea + DAP + MOP
rice,98,60,82,6.6,62,Urea + DAP + MOP
cotton,85,50,106,7.0,45,Ammonium Sulphate + SSP + MOP
tomato,112,57,97,6.9,61,Urea + DAP + Potash
cotton,70,34,98,6.9,47,Ammonium Sulphate + SSP + MOP
groundnut,27,54,63,6.3,52,Gypsum + SSP
tomato,115,63,101,6.3,56,Urea + DAP + Potash
banana,204,43,293,7.0,77,Urea + MOP + Organic Manure
potato,139,98,124,6.3,64,Urea + DAP + MOP
groundnut,28,54,68,6.2,51,Gypsum + SSP
groundnut,30,51,67,5.9,55,Gypsum + SSP
pulses,49,62,30,6.6,50,Organic Manure + SSP
banana,197,58,297,6.5,72,Urea + MOP + Organic Manure
tomato,120,65,94,6.8,61,Urea + DAP + Potash
rice,88,69,74,6.5,60,Urea + DAP + MOP
rice,93,70,72,6.0,67,Urea + DAP + MOP
rice,95,68,89,6.8,70,Urea + DAP + MOP
wheat,136,42,31,7.4,57,Urea + SSP + MOP
cotton,83,35,107,6.9,50,Ammonium Sulphate + SSP + MOP
maize,99,66,61,6.3,56,Urea + DAP + Potash
cotton,84,49,102,7.4,45,Ammonium Sulphate + SSP + MOP
pulses,41,71,36,6.3,52,Organic Manure + SSP
groundnut,21,70,65,5.7,46,Gypsum + SSP
maize,109,68,60,6.4,64,Urea + DAP + Potash
rice,83,50,72,6.4,61,Urea + DAP + MOP
cotton,77,31,109,7.3,50,Ammonium Sulphate + SSP + MOP
pulses,48,61,35,7.0,51,Organic Manure + SSP
cotton,85,49,107,6.7,45,Ammonium Sulphate + SSP + MOP
banana,210,46,295,7.4,77,Urea + MOP + Organic Manure
cotton,88,41,97,7.0,45,Ammonium Sulphate + SSP + MOP
maize,92,65,79,6.2,57,Urea + DAP + Potash
cotton,78,32,101,6.6,45,Ammonium Sulphate + SSP + MOP
rice,97,63,70,6.1,68,Urea + DAP + MOP
groundnut,24,65,63,6.2,49,Gypsum + SSP
rice,93,58,88,6.2,61,Urea + DAP + MOP
cotton,88,38,96,6.5,46,Ammonium Sulphate + SSP + MOP
tomato,107,56,100,6.6,58,Urea + DAP + Potash
cotton,72,49,90,7.3,49,Ammonium Sulphate + SSP + MOP
maize,99,56,65,6.5,63,Urea + DAP + Potash
pulses,38,79,30,6.4,53,Organic Manure + SSP
rice,86,67,85,6.6,65,Urea + DAP + MOP
banana,200,55,301,6.5,71,Urea + MOP + Organic Manure
pulses,37,72,27,6.8,60,Organic Manure + SSP
tomato,119,53,95,6.3,60,Urea + DAP + Potash
wheat,100,59,30,6.7,50,Urea + SSP + MOP
banana,195,57,296,6.9,80,Urea + MOP + Organic Manure
groundnut,27,62,66,6.0,49,Gypsum + SSP
cotton,76,35,108,6.6,50,Ammonium Sulphate + SSP + MOP
wheat,128,58,37,7.1,58,Urea + SSP + MOP
potato,131,84,123,6.2,61,Urea + DAP + MOP
rice,82,70,78,6.5,70,Urea + DAP + MOP
wheat,115,59,41,6.9,57,Urea + SSP + MOP
rice,98,55,76,6.2,60,Urea + DAP + MOP
cotton,89,47,104,7.3,46,Ammonium Sulphate + SSP + MOP
groundnut,27,68,66,6.2,55,Gypsum + SSP
sugarcane,156,55,117,7.3,67,Urea + DAP + Potash
potato,138,88,123,5.8,62,Urea + DAP + MOP
groundnut,25,68,58,6.2,46,Gypsum + SSP
maize,101,62,71,6.3,58,Urea + DAP + Potash
banana,200,53,304,6.8,74,Urea + MOP + Organic Manure
pulses,32,75,37,6.5,59,Organic Manure + SSP
cotton,90,41,108,6.8,55,Ammonium Sulphate + SSP + MOP
pulses,45,75,25,6.6,58,Organic Manure + SSP
rice,91,69,81,6.9,64,Urea + DAP + MOP
wheat,117,42,45,7.1,50,Urea + SSP + MOP
groundnut,23,67,67,5.8,46,Gypsum + SSP
groundnut,23,62,56,5.9,50,Gypsum + SSP
groundnut,21,53,70,6.4,49,Gypsum + SSP
groundnut,28,62,52,5.5,50,Gypsum + SSP
sugarcane,147,70,129,7.1,73,Urea + DAP + Potash
sugarcane,151,59,122,7.3,69,Urea + DAP + Potash
pulses,47,71,35,6.6,50,Organic Manure + SSP
potato,144,83,121,6.5,67,Urea + DAP + MOP
rice,87,51,82,6.4,66,Urea + DAP + MOP
groundnut,26,50,52,5.9,52,Gypsum + SSP
potato,131,80,116,6.4,60,Urea + DAP + MOP
tomato,111,57,92,6.7,56,Urea + DAP + Potash
tomato,110,58,99,6.8,57,Urea + DAP + Potash
groundnut,26,60,56,5.5,54,Gypsum + SSP
sugarcane,151,60,127,7.3,73,Urea + DAP + Potash
wheat,121,55,48,7.4,54,Urea + SSP + MOP
sugarcane,153,65,122,6.7,73,Urea + DAP + Potash
banana,200,55,296,6.6,70,Urea + MOP + Organic Manure
wheat,130,45,46,7.5,54,Urea + SSP + MOP
banana,208,49,307,7.0,75,Urea + MOP + Organic Manure
wheat,126,44,40,6.8,53,Urea + SSP + MOP
pulses,40,79,33,6.3,54,Organic Manure + SSP
pulses,46,73,31,6.2,50,Organic Manure + SSP
groundnut,25,57,53,5.7,47,Gypsum + SSP
pulses,43,69,28,6.7,59,Organic Manure + SSP
banana,209,45,296,6.6,77,Urea + MOP + Organic Manure
groundnut,28,61,52,5.8,53,Gypsum + SSP
pulses,47,78,27,6.7,57,Organic Manure + SSP
potato,150,99,124,6.1,68,Urea + DAP + MOP
potato,145,98,119,5.8,70,Urea + DAP + MOP
rice,95,64,85,6.2,61,Urea + DAP + MOP
rice,95,66,77,6.3,64,Urea + DAP + MOP
pulses,40,69,30,6.9,51,Organic Manure + SSP
sugarcane,142,53,121,7.3,66,Urea + DAP + Potash
rice,89,50,82,7.0,63,Urea + DAP + MOP
maize,103,57,61,6.8,60,Urea + DAP + Potash
maize,90,66,69,6.0,57,Urea + DAP + Potash
potato,135,89,120,6.0,61,Urea + DAP + MOP
maize,109,56,71,6.2,61,Urea + DAP + Potash
wheat,139,42,36,6.7,56,Urea + SSP + MOP
sugarcane,143,50,114,6.7,73,Urea + DAP + Potash
groundnut,29,56,66,6.2,52,Gypsum + SSP
banana,203,42,294,7.0,72,Urea + MOP + Organic Manure
wheat,127,54,48,6.8,51,Urea + SSP + MOP
cotton,77,33,95,6.8,50,Ammonium Sulphate + SSP + MOP
pulses,50,74,37,6.5,51,Organic Manure + SSP
groundnut,29,53,67,5.8,49,Gypsum + SSP
sugarcane,141,56,130,7.4,69,Urea + DAP + Potash
groundnut,27,51,59,5.9,49,Gypsum + SSP
potato,150,98,128,5.5,70,Urea + DAP + MOP
cotton,89,34,106,6.7,51,Ammonium Sulphate + SSP + MOP
cotton,83,48,98,7.3,48,Ammonium Sulphate + SSP + MOP
potato,142,100,130,6.4,70,Urea + DAP + MOP
banana,202,52,300,7.5,79,Urea + MOP + Organic Manure
wheat,124,42,46,7.3,56,Urea + SSP + MOP
rice,92,60,89,6.2,66,Urea + DAP + MOP
sugarcane,151,63,111,7.0,68,Urea + DAP + Potash
maize,108,70,80,6.9,56,Urea + DAP + Potash
pulses,50,65,35,6.8,52,Organic Manure + SSP
sugarcane,150,55,112,7.4,66,Urea + DAP + Potash
maize,98,70,61,6.8,57,Urea + DAP + Potash
cotton,76,45,94,6.9,50,Ammonium Sulphate + SSP + MOP
banana,204,59,295,6.6,78,Urea + MOP + Organic Manure
banana,210,40,291,7.3,76,Urea + MOP + Organic Manure
wheat,136,43,47,6.9,50,Urea + SSP + MOP
potato,134,83,120,6.3,69,Urea + DAP + MOP
tomato,111,56,105,6.3,65,Urea + DAP + Potash
groundnut,25,66,62,6.0,52,Gypsum + SSP
cotton,84,49,90,6.7,47,Ammonium Sulphate + SSP + MOP
banana,199,56,301,7.2,79,Urea + MOP + Organic Manure
banana,208,55,297,7.4,74,Urea + MOP + Organic Manure
wheat,112,45,44,7.1,54,Urea + SSP + MOP
potato,144,98,127,5.9,70,Urea + DAP + MOP
pulses,39,76,38,6.5,60,Organic Manure + SSP
groundnut,30,52,69,5.6,51,Gypsum + SSP
potato,145,80,111,5.6,65,Urea + DAP + MOP
banana,195,47,309,6.7,79,Urea + MOP + Organic Manure
potato,131,89,126,5.8,62,Urea + DAP + MOP
groundnut,27,53,50,6.0,55,Gypsum + SSP
pulses,44,71,22,6.9,59,Organic Manure + SSP
maize,105,60,69,6.3,58,Urea + DAP + Potash
maize,96,59,67,6.4,58,Urea + DAP + Potash
wheat,132,43,48,6.6,54,Urea + SSP + MOP
potato,135,82,124,5.8,62,Urea + DAP + MOP
sugarcane,146,66,114,7.2,73,Urea + DAP + Potash
potato,149,93,124,6.0,67,Urea + DAP + MOP
wheat,138,47,30,7.4,57,Urea + SSP + MOP
tomato,111,51,96,6.5,62,Urea + DAP + Potash
potato,139,91,126,5.6,65,Urea + DAP + MOP
groundnut,24,69,50,6.3,46,Gypsum + SSP
cotton,81,49,100,6.9,50,Ammonium Sulphate + SSP + MOP
wheat,111,43,50,7.4,56,Urea + SSP + MOP
rice,91,65,71,6.9,61,Urea + DAP + MOP
banana,199,57,295,6.7,80,Urea + MOP + Organic Manure
potato,144,91,112,5.6,62,Urea + DAP + MOP
groundnut,25,68,50,6.2,53,Gypsum + SSP
banana,202,53,296,7.3,73,Urea + MOP + Organic Manure
maize,103,55,76,6.0,55,Urea + DAP + Potash
sugarcane,160,57,120,7.4,74,Urea + DAP + Potash
rice,88,52,70,6.9,66,Urea + DAP + MOP
potato,150,97,123,6.0,66,Urea + DAP + MOP
tomato,110,66,110,7.0,60,Urea + DAP + Potash
sugarcane,147,64,116,7.5,66,Urea + DAP + Potash
pulses,33,73,25,6.5,56,Organic Manure + SSP
cotton,76,50,98,6.6,49,Ammonium Sulphate + SSP + MOP
pulses,35,76,34,7.0,55,Organic Manure + SSP
groundnut,21,55,69,5.7,48,Gypsum + SSP
groundnut,20,68,59,6.5,55,Gypsum + SSP
cotton,88,43,92,6.7,47,Ammonium Sulphate + SSP + MOP
potato,148,100,112,5.9,66,Urea + DAP + MOP
rice,81,52,77,6.3,66,Urea + DAP + MOP
cotton,89,38,109,7.4,54,Ammonium Sulphate + SSP + MOP
sugarcane,151,52,125,7.4,74,Urea + DAP + Potash
cotton,86,43,105,6.6,46,Ammonium Sulphate + SSP + MOP
maize,110,60,66,6.6,63,Urea + DAP + Potash
cotton,74,46,110,6.8,52,Ammonium Sulphate + SSP + MOP
banana,208,55,299,7.0,70,Urea + MOP + Organic Manure
maize,108,70,62,7.0,65,Urea + DAP + Potash
pulses,37,63,20,6.7,50,Organic Manure + SSP
banana,203,45,310,6.9,78,Urea + MOP + Organic Manure
cotton,87,32,106,6.7,45,Ammonium Sulphate + SSP + MOP
sugarcane,159,64,113,6.9,71,Urea + DAP + Potash
potato,137,92,128,6.3,65,Urea + DAP + MOP
maize,98,58,77,6.2,62,Urea + DAP + Potash
groundnut,26,59,60,6.1,48,Gypsum + SSP
cotton,81,46,94,7.5,46,Ammonium Sulphate + SSP + MOP
sugarcane,151,59,120,6.6,66,Urea + DAP + Potash
pulses,32,73,31,6.1,57,Organic Manure + SSP
groundnut,26,51,52,5.8,53,Gypsum + SSP
tomato,116,54,102,6.6,59,Urea + DAP + Potash
sugarcane,160,50,112,7.1,73,Urea + DAP + Potash
tomato,115,59,94,6.2,57,Urea + DAP + Potash
potato,132,81,113,5.8,61,Urea + DAP + MOP
rice,80,53,79,6.2,70,Urea + DAP + MOP
sugarcane,152,60,126,7.1,73,Urea + DAP + Potash
pulses,45,61,21,6.3,58,Organic Manure + SSP
banana,209,53,300,6.7,72,Urea + MOP + Organic Manure
banana,209,46,293,7.3,77,Urea + MOP + Organic Manure
potato,131,83,114,5.5,63,Urea + DAP + MOP
rice,96,56,83,6.3,60,Urea + DAP + MOP
wheat,126,47,30,7.1,58,Urea + SSP + MOP
wheat,137,57,32,7.3,56,Urea + SSP + MOP
maize,94,68,65,6.7,60,Urea + DAP + Potash
potato,142,85,130,5.9,64,Urea + DAP + MOP
groundnut,28,56,70,5.8,50,Gypsum + SSP
wheat,138,53,42,6.6,54,Urea + SSP + MOP
maize,110,67,77,6.6,61,Urea + DAP + Potash
cotton,83,38,94,7.4,52,Ammonium Sulphate + SSP + MOP
wheat,115,59,46,7.0,58,Urea + SSP + MOP
wheat,111,43,41,7.2,57,Urea + SSP + MOP
wheat,110,52,35,6.7,56,Urea + SSP + MOP
cotton,83,45,105,6.8,47,Ammonium Sulphate + SSP + MOP
rice,94,61,90,6.5,62,Urea + DAP + MOP
banana,193,51,309,6.7,75,Urea + MOP + Organic Manure
tomato,107,53,104,6.0,59,Urea + DAP + Potash
tomato,120,63,98,6.3,65,Urea + DAP + Potash
groundnut,25,60,61,5.5,53,Gypsum + SSP
rice,87,52,73,6.6,61,Urea + DAP + MOP
rice,92,64,82,6.6,62,Urea + DAP + MOP
tomato,101,63,108,6.3,59,Urea + DAP + Potash
banana,193,42,309,6.9,72,Urea + MOP + Organic Manure
